Employee_ID,First_Name,Last_Name,Branch,Role,Hire Date,Departure Date,Salary,Status,Reason For Leaving,Experience,Time to Hire,Age,Gender,Hire Source,Year,Training Cost,Province,Training Period,Time to Hire.1,Recruiting Cost,Average Tenure_per_group,Turnover Rate_per_group,Hiring Rate_per_group,RecordID,Recruitment Expenditure,Recruitment Budget,Variance
12253,Scott,Thomas,Cont Substances&Cannabis Br,Compliance Officer,01/14/2022,,68000,Active,,14,2M,49,Female,Job Board,2022,6000,British Columbia,60,60,11000,4.591212316,32.5,167.5,1119,154913.83,388046.81,233132.98
10260,Jacqueline,Farrell,Cont Substances&Cannabis Br,Compliance Officer,12/08/2022,,46000,Active,,3,1M,36,Male,Job Board,2022,6000,British Columbia,60,85,8000,4.591212316,32.5,167.5,1119,154913.83,388046.81,233132.98
20281,Ronald,Jones,Cont Substances&Cannabis Br,Compliance Officer,07/22/2022,,68000,Active,,14,1M,26,Male,Referral,2022,6000,Ontario,60,65,13000,4.591212316,32.5,167.5,1119,154913.83,388046.81,233132.98
89434,Michael,Carter,Cont Substances&Cannabis Br,Compliance Officer,11/20/2022,,48000,Active,,4,1M,28,Female,Referral,2022,6000,Ontario,60,85,6500,4.591212316,32.5,167.5,1119,154913.83,388046.81,233132.98
84694,David,Martinez,Cont Substances&Cannabis Br,Compliance Officer,05/12/2022,08/22/2024,42000,Notice Period,Lack of Recognition,1,1M,26,Male,Referral,2022,6000,British Columbia,60,55,7500,4.591212316,32.5,167.5,1119,154913.83,388046.81,233132.98
61315,Cynthia,Mcdowell,Cont Substances&Cannabis Br,Compliance Officer,01/20/2022,,42000,Active,,1,1M,24,Female,Referral,2022,6000,Saskatchewan,60,85,6500,4.591212316,32.5,167.5,1119,154913.83,388046.81,233132.98
64518,Craig,Thomas,Cont Substances&Cannabis Br,Compliance Officer,10/23/2022,03/11/2024,42000,Not Active,Salary and Benefits,1,2M,48,Male,Job Board,2022,6000,Alberta,60,72,9500,4.591212316,32.5,167.5,1119,154913.83,388046.81,233132.98
95890,John,Erickson,Cont Substances&Cannabis Br,Compliance Officer,12/17/2022,,60000,Active,,10,2M,59,Male,Recruiter,2022,6000,British Columbia,60,85,8000,4.591212316,32.5,167.5,1119,154913.83,388046.81,233132.98
31557,Rebecca,Wallace,Cont Substances&Cannabis Br,Compliance Officer,02/10/2022,,48000,Active,,4,1M,57,Female,Referral,2022,6000,Quebec,60,100,9000,4.591212316,32.5,167.5,1119,154913.83,388046.81,233132.98
52636,Briana,Decker,Cont Substances&Cannabis Br,Compliance Officer,08/18/2022,10/03/2022,62000,Not Active,Work-Life Balance,11,1M,37,Female,Referral,2022,6000,Quebec,60,65,13000,4.591212316,32.5,167.5,1119,154913.83,388046.81,233132.98
38892,Courtney,Pierce,Cont Substances&Cannabis Br,Compliance Officer,07/27/2022,,74000,Active,,17,1M,50,Female,Job Board,2022,6000,New Brunswick,60,72,9500,4.591212316,32.5,167.5,1119,154913.83,388046.81,233132.98
12254,Tammy,Bell,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,10/17/2022,,61000,Active,,13,2M,44,Male,Recruiter,2022,5500,Ontario,60,100,11500,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
85963,Danielle,Craig,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,03/05/2022,,63000,Active,,14,2M,33,Female,Job Board,2022,5500,New Brunswick,60,63,9500,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
31185,Guy,Thompson,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,05/06/2022,,69000,Active,,17,1M,49,Male,Recruiter,2022,5500,Ontario,60,70,10500,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
72343,Scott,Jenkins,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,08/02/2022,,69000,Active,,17,2M,29,Female,Referral,2022,5500,Quebec,60,78,8000,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
12417,Kimberly,Rios,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,09/27/2022,,49000,Active,,7,2M,28,Male,Recruiter,2022,5500,Quebec,60,85,8000,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
44699,Michelle,Smith,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,12/24/2022,04/15/2024,57000,Not Active,Job Security,11,1M,31,Male,Recruiter,2022,5500,Ontario,60,100,9000,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
42516,Kevin,Vasquez,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,01/08/2022,08/08/2024,61000,Notice Period,Job Security,13,2M,57,Male,Recruiter,2022,5500,Ontario,60,78,8000,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
64140,Vincent,Wells,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,04/17/2022,,71000,Active,,18,1M,45,Female,Job Board,2022,5500,British Columbia,60,85,6500,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
96969,Andrew,Curtis,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,04/21/2022,01/06/2023,69000,Not Active,Salary and Benefits,17,1M,33,Female,Referral,2022,5500,Ontario,60,70,10500,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
31750,John,Rogers,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,03/14/2022,,53000,Active,,9,1M,22,Male,Referral,2022,5500,Saskatchewan,60,70,10500,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
65721,Kim,Rhodes,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,06/25/2022,08/06/2024,71000,Notice Period,Management and Leadership,18,1M,49,Male,Referral,2022,5500,Ontario,60,65,9000,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
54348,Christopher,Avery,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,02/10/2022,09/19/2024,43000,Notice Period,Management and Leadership,4,1M,33,Male,Recruiter,2022,5500,Quebec,60,63,9500,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
83431,Craig,Pearson,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,07/29/2022,09/10/2024,71000,Notice Period,Career Advancement,18,1M,48,Male,Job Board,2022,5500,British Columbia,60,95,9000,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
77067,Thomas,Williams,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,01/09/2022,08/09/2024,75000,Notice Period,Location,20,1M,24,Male,Job Board,2022,5500,Alberta,60,40,7000,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
60006,Rebecca,Hunt,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,08/30/2022,,37000,Active,,1,2M,54,Male,Recruiter,2022,5500,Alberta,60,40,7000,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
53090,Kevin,Miller,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,10/20/2022,,49000,Active,,7,1M,36,Male,Job Board,2022,5500,British Columbia,60,72,9500,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
95077,David,Brady,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,09/01/2022,,37000,Active,,1,2M,60,Male,Referral,2022,5500,Quebec,60,85,8000,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
62148,Jamie,Roberts,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,11/29/2022,10/11/2023,69000,Not Active,Career Advancement,17,2M,37,Male,Referral,2022,5500,Quebec,60,65,11000,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
52070,Todd,Preston,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,06/19/2022,04/25/2023,45000,Not Active,Personal Reasons,5,2M,31,Female,Recruiter,2022,5500,Ontario,60,55,10000,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
60041,Julia,Garcia,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,09/11/2022,,65000,Active,,15,1M,53,Female,Recruiter,2022,5500,Ontario,60,110,8500,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
72501,Jesse,Rodriguez,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,05/19/2022,04/23/2023,55000,Not Active,Management and Leadership,10,2M,30,Male,Job Board,2022,5500,British Columbia,60,70,10500,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
14259,Sharon,Nash,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,04/27/2022,,65000,Active,,15,1M,42,Female,Referral,2022,5500,Quebec,60,63,9500,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
72970,Morgan,Ellis,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,12/13/2022,,37000,Active,,1,1M,43,Male,Job Board,2022,5500,Newfoundland and Labrador,60,100,11500,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
52812,Kristie,Guerrero,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,02/17/2022,,65000,Active,,15,2M,40,Male,Job Board,2022,5500,Manitoba,60,30,10000,4.32055053,39.13043478,160.8695652,1119,154913.83,388046.81,233132.98
38605,Marcus,Sanchez,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,10/17/2022,11/02/2023,84000,Not Active,Management and Leadership,12,1M,47,Male,Job Board,2022,9000,British Columbia,90,25,9500,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
96785,Ryan,Andrews,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,05/03/2022,,94000,Active,,17,1M,52,Male,Referral,2022,9000,New Brunswick,90,45,9000,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
25292,Meghan,Eaton,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,09/19/2022,,96000,Active,,18,2M,37,Male,Referral,2022,9000,British Columbia,90,63,9500,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
20646,Cassie,Fox,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,07/23/2022,11/12/2022,86000,Not Active,Career Advancement,13,1M,49,Male,Referral,2022,9000,Ontario,90,80,10000,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
78144,Dennis,Myers,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,11/13/2022,05/29/2023,70000,Not Active,Career Advancement,5,1M,52,Male,Referral,2022,9000,British Columbia,90,85,10000,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
26246,Jamie,Whitney,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,08/16/2022,07/07/2024,88000,Not Active,Work-Life Balance,14,2M,29,Male,Referral,2022,9000,Quebec,90,90,8000,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
70218,Amber,Jones,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,08/18/2022,10/23/2022,82000,Not Active,Personal Reasons,11,2M,58,Male,Job Board,2022,9000,British Columbia,90,60,10000,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
31132,Brittany,Bailey,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,05/22/2022,07/15/2023,82000,Not Active,Lack of Recognition,11,2M,35,Male,Referral,2022,9000,Quebec,90,60,11000,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
79816,Sherry,Neal,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,06/01/2022,,86000,Active,,13,1M,34,Female,Job Board,2022,9000,Nova Scotia,90,30,10000,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
62076,Kristin,Harris,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,07/18/2022,,66000,Active,,3,2M,29,Male,Job Board,2022,9000,Ontario,90,85,8000,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
36785,Stephanie,Brown,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,12/17/2022,03/25/2024,62000,Not Active,Career Advancement,1,2M,22,Male,Referral,2022,9000,Ontario,90,55,7500,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
56636,Taylor,West,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,05/21/2022,03/02/2023,82000,Not Active,Work-Life Balance,11,2M,60,Male,Referral,2022,9000,Quebec,90,110,8500,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
58339,Taylor,Garza,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,03/24/2022,,64000,Active,,2,1M,23,Female,Referral,2022,9000,Quebec,90,63,9500,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
85927,Brian,Gallagher,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,02/26/2022,,94000,Active,,17,1M,60,Male,Referral,2022,9000,Alberta,90,55,10000,4.49491542,44.44444444,155.5555556,1119,154913.83,388046.81,233132.98
99260,John,Johnson,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,01/02/2022,,46000,Active,,8,1M,57,Male,Job Board,2022,5000,British Columbia,45,30,8000,4.239884044,34.81781377,165.1821862,1119,154913.83,388046.81,233132.98
15111,Ryan,Santiago,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,07/11/2022,10/16/2024,64000,Notice Period,Management and Leadership,17,2M,37,Female,Referral,2022,5000,Saskatchewan,45,30,8000,4.239884044,34.81781377,165.1821862,1119,154913.83,388046.81,233132.98
47707,Matthew,Delacruz,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,02/04/2022,,52000,Active,,11,2M,37,Male,Referral,2022,5000,Manitoba,45,95,9000,4.239884044,34.81781377,165.1821862,1119,154913.83,388046.81,233132.98
34890,Sarah,Williams,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,03/15/2022,05/08/2022,68000,Not Active,Salary and Benefits,19,1M,47,Female,Job Board,2022,5000,Ontario,45,96,9000,4.239884044,34.81781377,165.1821862,1119,154913.83,388046.81,233132.98
13142,Anthony,Russell,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,04/01/2022,,36000,Active,,3,1M,42,Female,Referral,2022,5000,Alberta,45,95,9000,4.239884044,34.81781377,165.1821862,1119,154913.83,388046.81,233132.98
79916,Justin,Sanchez,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,07/19/2022,03/09/2023,32000,Not Active,Personal Reasons,1,1M,46,Male,Referral,2022,5000,Ontario,45,50,12000,4.239884044,34.81781377,165.1821862,1119,154913.83,388046.81,233132.98
46350,Matthew,Foster,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,07/13/2022,,56000,Active,,13,2M,22,Male,Referral,2022,5000,Ontario,45,70,10500,4.239884044,34.81781377,165.1821862,1119,154913.83,388046.81,233132.98
93958,Tamara,Nunez,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,10/17/2022,,34000,Active,,2,2M,42,Male,Recruiter,2022,5000,British Columbia,45,78,7000,4.239884044,34.81781377,165.1821862,1119,154913.83,388046.81,233132.98
26713,Robert,Lowe,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,08/30/2022,,32000,Active,,1,2M,23,Male,Referral,2022,5000,Alberta,45,85,6500,4.239884044,34.81781377,165.1821862,1119,154913.83,388046.81,233132.98
49628,Ashley,Mendez,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,06/08/2022,01/06/2024,44000,Not Active,Management and Leadership,7,1M,29,Male,Referral,2022,5000,Ontario,45,55,7500,4.239884044,34.81781377,165.1821862,1119,154913.83,388046.81,233132.98
41896,Sarah,Maynard,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,10/28/2022,06/21/2024,36000,Not Active,Career Advancement,3,2M,29,Male,Recruiter,2022,5000,Saskatchewan,45,65,13000,4.239884044,34.81781377,165.1821862,1119,154913.83,388046.81,233132.98
98853,Adam,Joyce,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,01/01/2022,,44000,Active,,7,1M,53,Male,Job Board,2022,5000,Alberta,45,110,8500,4.239884044,34.81781377,165.1821862,1119,154913.83,388046.81,233132.98
61924,Amy,Vasquez,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,08/24/2022,,75000,Active,,10,2M,53,Male,Referral,2022,8000,Ontario,90,65,10000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
71330,Lori,Martin,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,05/30/2022,,65000,Active,,5,2M,23,Male,Referral,2022,8000,British Columbia,90,85,10000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
25736,Elizabeth,Cox,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,06/25/2022,,59000,Active,,2,1M,50,Male,Job Board,2022,8000,British Columbia,90,25,10500,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
24534,Cody,Owen,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,02/06/2022,,59000,Active,,2,1M,32,Male,Referral,2022,8000,New Brunswick,90,25,10500,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
44017,Brenda,Cross,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,05/06/2022,,67000,Active,,6,2M,52,Female,Job Board,2022,8000,Quebec,90,65,9000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
51452,Ronald,Edwards,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,01/13/2022,10/06/2024,61000,Notice Period,Personal Reasons,3,1M,60,Female,Referral,2022,8000,Saskatchewan,90,95,9000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
49524,Annette,Garrett,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,07/17/2022,,77000,Active,,11,1M,32,Female,Referral,2022,8000,Quebec,90,65,13000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
35851,Stephen,Ellison,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,07/18/2022,05/23/2023,65000,Not Active,Lack of Recognition,5,2M,51,Female,Recruiter,2022,8000,British Columbia,90,90,9000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
80725,Laura,Marsh,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,06/19/2022,,71000,Active,,8,1M,40,Male,Job Board,2022,8000,Nova Scotia,90,100,9000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
78890,Fernando,Rodriguez,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,08/03/2022,,67000,Active,,6,2M,39,Male,Recruiter,2022,8000,Alberta,90,60,10000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
81108,Larry,Bennett,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,11/04/2022,01/19/2023,67000,Not Active,Career Advancement,6,2M,26,Male,Referral,2022,8000,Saskatchewan,90,30,8000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
11188,Jose,Nelson,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,08/10/2022,,69000,Active,,7,1M,35,Female,Job Board,2022,8000,Manitoba,90,80,12000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
52644,Ryan,Herrera,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,07/27/2022,,61000,Active,,3,1M,31,Female,Referral,2022,8000,Ontario,90,63,9500,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
60811,Jennifer,Mclean,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,10/11/2022,,65000,Active,,5,1M,33,Male,Job Board,2022,8000,Ontario,90,95,9000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
59762,Angela,Horton,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,09/17/2022,,95000,Active,,20,2M,47,Female,Referral,2022,8000,Quebec,90,85,6500,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
35291,Phillip,Moore,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,01/28/2022,08/16/2022,87000,Not Active,Company Culture,16,2M,52,Female,Referral,2022,8000,Ontario,90,85,10500,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
24998,Scott,Armstrong,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,02/06/2022,,75000,Active,,10,2M,54,Female,Recruiter,2022,8000,Quebec,90,95,9000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
69046,John,Smith,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,10/04/2022,,65000,Active,,5,1M,49,Male,Referral,2022,8000,Alberta,90,85,10000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
61891,Randall,Mcgee,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,07/24/2022,,81000,Active,,13,2M,24,Female,Job Board,2022,8000,British Columbia,90,85,10000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
21117,Beverly,Hudson,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,04/12/2022,,89000,Active,,17,1M,59,Male,Referral,2022,8000,Ontario,90,70,10500,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
78189,Billy,Tucker,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,10/27/2022,,95000,Active,,20,2M,23,Male,Referral,2022,8000,Quebec,90,60,10000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
52243,Ashley,Young,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,07/27/2022,05/06/2024,65000,Not Active,Job Security,5,2M,34,Female,Referral,2022,8000,Manitoba,90,85,6500,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
27209,Joseph,Trevino,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,08/11/2022,,85000,Active,,15,1M,41,Female,Referral,2022,8000,Nova Scotia,90,30,10000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
59504,Jennifer,Jenkins,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,10/26/2022,11/25/2023,57000,Not Active,Job Satisfaction,1,2M,60,Male,Referral,2022,8000,Ontario,90,55,10000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
52387,Zachary,Baker,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,07/12/2022,,69000,Active,,7,2M,46,Female,Job Board,2022,8000,Quebec,90,60,11000,4.581449439,38.31417625,161.6858238,1119,154913.83,388046.81,233132.98
70129,Michelle,Gill,Cont Substances&Cannabis Br,Compliance Officer,06/25/2015,06/14/2022,62000,Not Active,Personal Reasons,11,2M,41,Female,Referral,2015,6000,Quebec,60,25,9500,4.591212316,32.5,167.5,1056,77198.25,354163.35,276965.1
63940,Kimberly,Carroll,Cont Substances&Cannabis Br,Compliance Officer,08/21/2015,,46000,Active,,3,2M,36,Male,Referral,2015,6000,Quebec,60,60,13000,4.591212316,32.5,167.5,1056,77198.25,354163.35,276965.1
73538,Rebekah,Nichols,Cont Substances&Cannabis Br,Compliance Officer,06/23/2015,08/11/2022,56000,Not Active,Personal Reasons,8,1M,58,Male,Recruiter,2015,6000,Quebec,60,80,11000,4.591212316,32.5,167.5,1056,77198.25,354163.35,276965.1
36879,Tonya,Finley,Cont Substances&Cannabis Br,Compliance Officer,09/07/2015,,48000,Active,,4,2M,48,Male,Recruiter,2015,6000,British Columbia,60,65,10000,4.591212316,32.5,167.5,1056,77198.25,354163.35,276965.1
97098,Tina,Baker,Cont Substances&Cannabis Br,Compliance Officer,04/30/2015,,52000,Active,,6,1M,29,Male,Referral,2015,6000,Quebec,60,90,8000,4.591212316,32.5,167.5,1056,77198.25,354163.35,276965.1
84027,Robert,Diaz,Cont Substances&Cannabis Br,Compliance Officer,03/08/2015,,72000,Active,,16,2M,39,Male,Referral,2015,6000,Alberta,60,45,9000,4.591212316,32.5,167.5,1056,77198.25,354163.35,276965.1
87489,Steven,Gates,Cont Substances&Cannabis Br,Compliance Officer,08/03/2015,,68000,Active,,14,1M,33,Female,Recruiter,2015,6000,Ontario,60,50,9500,4.591212316,32.5,167.5,1056,77198.25,354163.35,276965.1
